Inst #;School Name;2015 Decile;"2015 
Step";Decile Change;Step Change;"July 2014 Funding roll
Years 9+";"July 2014 Funding roll
Total ";School Type;Authority;Territorial Local Authority;Regional Council;Ministry of Education Local Office;General Electorate;M?ori Electorate;Telephone;Fax;Email;Principal;School website;Physical address;Suburb;City;Postal Address 1;Postal Address 2;Postal Address 3;Postal Code;Urban Area;School Type;Definition;Authority;Gender of Students;Education Region;Census Area Unit;Ward;Latitude;Longitude ;Total School Roll (Sep15);European/ Pakeha;Maori;Pasifika;Asian;MELAA;Other;International Students
2226;Ramanui School;2;E;0;0;0;42;Contributing;State;South Taranaki District;Taranaki Region;Whanganui;Whanganui;Te Tai Hauauru;06 2787412;06 2785163;admin@ramanui.school.nz;Elizabeth Harrison;0;85 Fairfield Road;0;Hawera;PO Box 308;0;Hawera;4640;Secondary Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Hawera South;Hawera-Normanby Ward;-39.599.619;174.280.051;42;3;37;2;0;0;0;0
1456;Ramarama School;8;P;0;0;0;201;Full Primary;State;Auckland- Franklin;Auckland Region;Auckland South;Hunua;Hauraki-Waikato;09 2948795;09 2949315;admin@ramarama.school.nz;Susan Walls;http://www.ramarama.school.nz;R D 3 126 Ararimu Road;0;Drury;126 Ararimu Road RD 3;0;Drury;2579;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Auckland;Hunua;Franklin Ward;-371.423;174.973.732;210;144;37;11;13;1;4;0
6944;Randwick Park School;1;B;0;-1;0;578;Full Primary;State;Auckland- Manurewa;Auckland Region;Auckland South;Papakura;Hauraki-Waikato;09 2670112;09 2670119;rpoffice@randwickpark.school.nz;Karen McMurray;http://www.randwickpark.school.nz/;Riverton Drive;Randwick Park;Auckland;PO Box 75331;Manurewa;Manukau;2243;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Auckland;Randwick Park;Manurewa-Papakura Ward;-37.022.922;174.917.646;636;13;267;255;81;18;2;0
2969;Randwick School;3;H;0;0;0;155;Full Primary;State;Lower Hutt City;Wellington Region;Wellington;Hutt South;Te Tai Tonga;04 5685621;04 5685630;office@randwick.school.nz;Simonne Goodall;http://www.randwick.school.nz;59 Randwick Road;Moera;Lower Hutt;59 Randwick Road;Moera;Lower Hutt;5010;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Wellington;Moera;Harbour Ward;-41.229.325;174.904.637;162;25;77;32;22;4;0;2
1457;Rangeview Intermediate;4;L;-1;-1;0;671;Intermediate;State;Auckland- Henderson-Massey;Auckland Region;Auckland North;Te Atatu;Te Tai Tokerau;09 8389468;09 8362437;office@rangeview.school.nz;Glenda Koefoed;http://www.rangeview.school.nz;Keru Place;Te Atatu South;Auckland;PO Box 83161;Edmonton;Waitakere;652;Main Urban Area;Intermediate;Not Applicable;State: Not integrated;Co-Educational;Auckland;Edmonton;Waitakere Ward;-36.868.618;174.644.966;585;186;112;131;136;17;3;0
2970;Rangikura School;2;E;0;0;0;367;Full Primary;State;Porirua City;Wellington Region;Wellington;Mana;Te Tai Hauauru;04 2359143;04 2358178;admin@rangikura.school.nz;Eddie Uluilelata;http://www.rangikura.school.nz;95 Conclusion Street;Ascot Park;Porirua;95 Conclusion Street;Ascot Park;Porirua;5024;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Wellington;Ascot Park;Eastern Ward;-41.117.726;174.871.648;384;25;169;161;18;5;6;0
3481;Rangiora Borough School;7;O;0;0;0;564;Full Primary;State;Waimakariri District;Canterbury Region;Christchurch;Waimakariri;Te Tai Tonga;03 3137434;03 3137213;office@rangiora.school.nz;Alan Sutton;http://www.rangiora.school.nz;King Street;0;Rangiora;PO Box 68;0;Rangiora;7440;Secondary Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Rangiora Central;Rangiora Ward;-4.330.538;172.590.275;579;499;52;13;8;7;0;0
312;Rangiora High School;9;Q;1;1;1653;1653;Secondary (Year 9-15);State;Waimakariri District;Canterbury Region;Christchurch;Waimakariri;Te Tai Tonga;03 3118888;03 3138005;admin@rangiorahigh.school.nz;Peggy Burrows;http://www.rangiorahigh.school.nz;East Belt;0;Rangiora;125 East Belt;0;Rangiora;7400;Secondary Urban Area;Secondary (Year 9-15);Not Applicable;State: Not integrated;Co-Educational;Canterbury;Rangiora North;Rangiora Ward;-43.298.192;172.598.729;1747;1489;138;23;29;13;4;51
418;Rangiora New Life School;9;Q;1;1;204;361;Composite (Year 1-15);State: Integrated;Waimakariri District;Canterbury Region;Christchurch;Waimakariri;Te Tai Tonga;03 3136332;03 3136237;admin@rnls.school.nz;Stephen Walters;http://www.rnls.school.nz;Denchs Road;Southbrook;Rangiora;Denchs Road;0;Rangiora;7400;Secondary Urban Area;Composite (Year 1-15);Not Applicable;State: Integrated;Co-Educational;Canterbury;Southbrook;Rangiora Ward;-43.320.251;172.598.016;396;330;30;7;9;7;3;10
1919;Rangiriri School;1;C;0;2;0;18;Full Primary;State;Waikato District;Waikato Region;Hamilton;Waikato;Hauraki-Waikato;07 8263654;07 8263652;tari@rangiririkura.school.nz;Ariana Tarawhiti;0;39 Rangiriri Road;0;Rangiriri;39 Rangiriri Road RD 2;0;Te Kauwhata;3782;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Waikato;Waerenga;Whangamarino Ward;-37.429.865;175.132.756;21;0;21;0;0;0;0;0
1754;Rangitaiki School;5;M;1;2;0;21;Full Primary;State;Taupo District;Bay of Plenty Region;Rotorua;Taupo;Waiariki;07 3842801;07 3842035;Office@rangitaiki.school.nz;Andrea Haycock;http://rangitaikischool.com;State Highway 5 RD 3;0;Taupo;Rangitaiki School Road RD 3;0;Taupo;3379;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Rangitaiki;Taupo-Kaingaroa Ward;-38.876.539;176.367.617;23;13;8;0;0;2;0;0
195;Rangitikei College;3;H;0;0;286;286;Secondary (Year 9-15);State;Rangitikei District;Manawatu-Wanganui Region;Whanganui;Rangitikei;Te Tai Hauauru;06 3277024;06 3278287;admin@rangitikeicollege.school.nz;Karene Biggs;http://www.rangitikeicollege.school.nz;Bredins Line;0;Marton;24 Bredins Line;0;Marton;4710;Minor Urban Area;Secondary (Year 9-15);Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Marton;Marton Ward;-4.006.965;175.384.373;260;120;97;18;6;0;19;0
28;Rangitoto College;10;Z;0;0;2821;2821;Secondary (Year 9-15);State;Auckland- Upper Harbour;Auckland Region;Auckland North;East Coast Bays;Te Tai Tokerau;09 4770150;09 4770077;info@rangitoto.school.nz;David Hodge;http://www.rangitoto.school.nz;564 East Coast Road;Browns Bay;Auckland;PO Box 93601;Browns Bay;Auckland;753;Main Urban Area;Secondary (Year 9-15);Not Applicable;State: Not integrated;Co-Educational;Auckland;Windsor Park;Albany Ward;-36.737.197;174.736.684;3072;1725;140;46;736;143;30;252
1920;Rangitoto School;6;N;0;0;0;42;Full Primary;State;Waitomo District;Waikato Region;Hamilton;Taranaki-King Country;Te Tai Hauauru;07 8788460;07 8788460;office@rangi.school.nz;Scott Lincoln;0;949 Rangitoto Road;0;Rangitoto;949 Rangitoto Road RD 2;0;Te Kuiti;3982;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Waikato;Waipa Valley;Waitomo Rural Ward;-38.345.472;175.256.985;63;27;34;0;0;1;1;0
1921;Rangiuru School;4;J;-2;-4;0;60;Full Primary;State;Western Bay of Plenty District;Bay of Plenty Region;Rotorua;East Coast;Waiariki;07 5737035;07 5737035;wendy@rangiuru.school.nz;Thomas Paekau;http://www.rangiuruschool.co.nz;659 Rangiuru Road;0;Te Puke;659 Rangiuru Road RD 8;0;Te Puke;3188;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Rangiuru;Maketu Ward;-37.844.729;176.360.483;56;21;34;0;0;1;0;0
2434;Rangiwaea School;10;Z;4;4;0;12;Full Primary;State;Rangitikei District;Manawatu-Wanganui Region;Whanganui;Rangitikei;Te Tai Hauauru;06 3880557;06 3881846;office@rangiwaea.school.nz;Fiona Duncan;http://www.rangiwaea.school.nz;Turakina Valley Road;0;Taihape;Upper Turakina Valley Road RD 1;0;Taihape;4791;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Moawhango;Taihape Ward;-39.558.697;175.576.608;10;10;0;0;0;0;0;0
1458;Ranui School;2;D;0;-1;0;391;Contributing;State;Auckland- Henderson-Massey;Auckland Region;Auckland North;Te Atatu;Te Tai Tokerau;09 8336286;09 8336226;principal@ranui.school.nz;Stephanie Tawha;0;Ranui Station Road;Ranui;Auckland;16A Ranui Station Road;Ranui;Waitakere;612;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Auckland;Ranui Domain;Waitakere Ward;-36.865.845;174.603.406;399;16;185;172;20;5;1;0
3214;Ranzau School;9;Q;0;0;0;145;Contributing;State;Tasman District;Tasman Region;Nelson;Nelson;Te Tai Tonga;03 5447083;03 5447083;office@ranzau.school.nz;David Sampson;http://www.ranzau.school.nz;111 Ranzau Road;0;Hope;111 Ranzau Road;Hope;Nelson;7020;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Nelson/Marlborough/West Coast;Hope;Richmond Ward;-41.348.834;173.148.589;149;130;13;0;3;3;0;0
2971;Rapaura School;9;Q;-1;-1;0;156;Full Primary;State;Marlborough District;Marlborough Region;Nelson;Kaikoura;Te Tai Tonga;03 5705752;03 5705248;office@rapaura.school.nz;Michelle Spencer;http://www.rapaura.school.nz/;349 Hammerichs Road;0;Rapaura;349 Hammerichs Road RD 3;0;Blenheim;7273;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Nelson/Marlborough/West Coast;Rapaura;Wairau-Awatere Ward;-41.473.052;173.901.391;155;140;15;0;0;0;0;0
133;Raphael House Rudolf Steiner Area School;10;Z;0;0;127;323;Composite (Year 1-15);State: Integrated;Lower Hutt City;Wellington Region;Wellington;Hutt South;Ikaroa-Rawhiti;04 5695161;04 5694860;clare.g@raphaelhouse.school.nz;Caroline Gray;http://www.raphaelhouse.school.nz;27 Matuhi Street;Belmont;Lower Hutt;27 Matuhi Street;Tirohanga;Lower Hutt;5010;Main Urban Area;Composite (Year 1-15);Not Applicable;State: Integrated;Co-Educational;Wellington;Tirohanga;Western Ward;-41.196.228;174.907.713;348;297;16;3;12;8;7;5
2972;Raroa Normal Intermediate;10;Z;0;0;0;622;Intermediate;State;Wellington City;Wellington Region;Wellington;Ohariu;Te Tai Tonga;04 4775330;04 4775331;office@raroa.school.nz;Christine Brown;http://www.raroa.school.nz;37 Haumia Street;Johnsonville;Wellington;Private Bag 13907;0;Wellington;6440;Main Urban Area;Intermediate;Normal School;State: Not integrated;Co-Educational;Wellington;Raroa;Northern Ward;-41.231.078;174.800.392;659;438;66;19;119;14;3;0
2973;Rata Street School;2;D;1;2;0;357;Contributing;State;Lower Hutt City;Wellington Region;Wellington;Rimutaka;Ikaroa-Rawhiti;04 5670096;04 5778170;admin@ratastreet.school.nz;David Appleyard;http://www.ratastreet.school.nz;Rata Street;Naenae;Lower Hutt;Rata Street;Naenae;Lower Hutt;5011;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Wellington;Naenae North;Eastern Ward;-41.199.385;174.956.529;338;73;154;90;7;13;1;0
2227;Ratapiko School;7;O;-2;-2;0;6;Full Primary;State;New Plymouth District;Taranaki Region;Whanganui;Taranaki-King Country;Te Tai Hauauru;06 7624818;06 7624819;admin@ratapiko.school.nz;Andrew Birchler;0;Ratapiko Road;0;Inglewood;4 Ratapiko Road RD 10;0;Inglewood;4390;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Kaimata;South-West Ward;-3.920.033;174.322.325;8;7;1;0;0;0;0;0
245;Rathkeale College;9;Q;0;0;270;270;Secondary (Year 9-15);State: Integrated;Masterton District;Wellington Region;Wellington;Wairarapa;Ikaroa-Rawhiti;06 3700175;06 3779020;principal@rathkeale.school.nz;William Kersten;http://www.rathkeale.school.nz;Willow Park Drive;Opaki;Masterton;Willow Park Drive RD 11;0;Masterton;5871;Secondary Urban Area;Secondary (Year 9-15);School with Boarding Facilities;State: Integrated;Boys School;Wellington;Opaki-Fernridge;Rural Ward;-40.898.298;175.687.565;303;244;29;3;6;2;1;18
1922;Raukokore School;2;E;1;4;0;13;Full Primary;State;Opotiki District;Bay of Plenty Region;Rotorua;East Coast;Waiariki;07 3253848;07 3253908;raukokore.school@xtra.co.nz;Daphne Callaghan;0;State Highway 35;Raukokore;Opotiki;State Highway 35 RD 3;0;Opotiki;3199;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Bay of Plenty/Rotorua/Taupo;Cape Runaway;Coast Ward;-37.632.374;177.885.695;13;1;12;0;0;0;0;0
2974;Raumati Beach School;9;Q;0;0;0;669;Full Primary;State;Kapiti Coast District;Wellington Region;Wellington;Mana;Te Tai Hauauru;04 9025596;04 9025596;office@raumatibeach.school.nz;Michael Farrelly;http://www.raumatibeach.school.nz;Raumati Road;0;Raumati Beach;PO Box 2055;Raumati Beach;Paraparaumu;5255;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Wellington;Raumati Beach;Paekakariki-Raumati Ward;-40.919.509;174.982.948;702;586;75;15;11;9;6;0
2975;Raumati South School;9;Q;1;1;0;422;Full Primary;State;Kapiti Coast District;Wellington Region;Wellington;Mana;Te Tai Hauauru;04 2994579;0;office@raumatisouth.school.nz;Graham McDonald;http://www.raumatisouth.school.nz/;54A Matai Road;0;Raumati South;PO Box 2007;Raumati Beach;Paraparaumu;5255;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Wellington;Raumati South;Paekakariki-Raumati Ward;-40.933.401;174.984.759;451;386;49;5;8;2;1;0
2662;Raureka School;2;E;0;1;0;272;Contributing;State;Hastings District;Hawkes Bay Region;Napier;Tukituki;Ikaroa-Rawhiti;06 8789766;06 8789873;office@raureka.school.nz;Gregory Riceman;http://www.raureka.school.nz;Gordon Road;Raureka;Hastings;Gordon Road;Raureka;Hastings;4120;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Hawkes Bay/Gisborne;Raureka;Hastings Ward;-39.638.484;176.824.243;315;129;148;23;11;2;2;0
1092;Raurimu Avenue School;3;G;1;3;0;121;Full Primary;State;Whangarei District;Northland Region;Whangarei;Whangarei;Te Tai Tokerau;09 4360820;09 4360820;office@raurimu.school.nz;Sally Wilson;http://www.raurimu.school.nz;Raurimu Avenue;Onerahi;Whangarei;Raurimu Avenue;Onerahi;Whangarei;110;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Tai Tokerau;Onerahi;Okara Ward;-35.763.896;174.362.661;105;27;76;2;0;0;0;0
3808;Ravensbourne School;6;N;0;0;0;29;Contributing;State;Dunedin City;Otago Region;Dunedin;Dunedin North;Te Tai Tonga;03 4710410;03 4710419;principal@ravensbourne.school.nz;Megan Odgers;http://www.ravensbourne.school.nz;8 Wanaka Street;Ravensbourne;Dunedin;8 Wanaka Street;Ravensbourne;Dunedin;9022;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Otago/Southland;Ravensbourne;Waikouaiti Coast-Chalmers Ward;-45.864.944;170.555.575;33;20;8;0;0;2;3;0
1093;Rawene School;3;G;1;3;0;85;Full Primary;State;Far North District;Northland Region;Whangarei;Northland;Te Tai Tokerau;09 4057885;09 4057885;office@raweneprimary.school.nz;Karena Tamehana;http://www.schoolground.co.nz/rawene;Marmon Street;0;Rawene;PO Box 59;0;Rawene;443;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Tai Tokerau;Rawene;Kaikohe-Hokianga Ward;-35.403.696;173.506.254;96;12;78;2;3;0;1;0
2228;Rawhitiroa School;8;P;2;2;0;33;Full Primary;State;South Taranaki District;Taranaki Region;Whanganui;Whanganui;Te Tai Hauauru;06 7648939;06 7648939;rawhiti@rawhitiroa.school.nz;Janice Westfield;http://www.rawhitiroa.school.nz;596 Rawhitiroa Road;0;Eltham;596 Rawhitiroa Road RD 18;0;Eltham;4398;Rural Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Taranaki/Whanganui/Manawatu;Mangatoki-Moeroa;Eltham Ward;-39.424.228;174.360.467;37;26;11;0;0;0;0;0
1194;Red Beach School;9;Q;0;0;0;616;Contributing;State;Auckland- Hibiscus and Bays;Auckland Region;Auckland North;Rodney;Te Tai Tokerau;09 4268915;09 4268731;info@redbeach.school.nz;Julie Hepburn;http://www.redbeach.school.nz/;20 Albert Hall Drive;0;Red Beach;20 Albert Hall Drive;0;Red Beach;932;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Auckland;Red Beach East;Albany Ward;-3.660.918;174.701.332;628;540;50;10;11;16;1;0
3483;Redcliffs School;10;Z;0;0;0;219;Full Primary;State;Christchurch City;Canterbury Region;Christchurch;Port Hills;Te Tai Tonga;03 3843853;03 3842413;admin@redcliffs.school.nz;Kim Alexander;http://www.redcliffs.school.nz;Van Asch Deaf Education Centre Truro St;Sumner;Christchurch;Truro Street;Sumner;Christchurch;8081;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Sumner;Hagley-Ferrymead Ward;-43.579.771;172.758.815;212;175;28;2;4;2;1;0
1459;Redhill School;1;A;0;0;0;218;Full Primary;State;Auckland- Papakura;Auckland Region;Auckland South;Papakura;Hauraki-Waikato;09 2984377;09 2960893;office@redhill.school.nz;Kathleen Irvine;http://www.redhill.school.nz;Redcrest Avenue;0;Papakura;PO Box 72050;0;Papakura;2244;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Auckland;Red Hill;Manurewa-Papakura Ward;-3.706.993;174.971.627;191;9;136;44;1;0;1;0
1460;Redoubt North School;2;E;0;0;0;639;Full Primary;State;Auckland- Otara-Papatoetoe;Auckland Region;Auckland South;Manurewa;Tamaki Makaurau;09 2639060;09 2639577;office@redoubt.school.nz;Helen Milner;http://www.redoubt.school.nz;Diorella Drive;Manukau Central;Auckland;47 Diorella Drive;Clover Park;Manukau;2023;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Auckland;Redoubt North;Manukau Ward;-36.985.861;174.889.971;674;19;166;342;135;6;6;0
3484;Redwood School (Christchurch);8;P;0;0;0;355;Contributing;State;Christchurch City;Canterbury Region;Christchurch;Christchurch Central;Te Tai Tonga;03 3526739;03 3520486;0;John Stackhouse;http://www.redwoodprimary.school.nz;51 Prestons Road;Redwood;Christchurch;51 Prestons Road;Redwood;Christchurch;8051;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Canterbury;Redwood North;Shirley-Papanui Ward;-43.473.605;172.621.954;326;238;57;4;22;5;0;0
2976;Redwood School (Tawa);10;Z;0;0;0;432;Contributing;State;Wellington City;Wellington Region;Wellington;Ohariu;Te Tai Hauauru;04 2327704;04 2327705;0;Suzanne Goodin;http://www.redwood.school.nz;Redwood Avenue;Tawa;Wellington;PO Box 51142;Tawa;Wellington;5249;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Wellington;Tawa South;Northern Ward;-41.182.092;174.821.898;431;288;41;21;72;9;0;0
2977;Redwoodtown School;4;K;-2;-3;0;302;Full Primary;State;Marlborough District;Marlborough Region;Nelson;Kaikoura;Te Tai Tonga;03 5785200;03 5785201;office@redwoodtown.school.nz;Gary Hildyard;http://www.redwoodtown.school.nz;90 Cleghorn Street;Redwoodtown;Blenheim;90 Cleghorn Street;Redwoodtown;Blenheim;7201;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Nelson/Marlborough/West Coast;Redwoodtown;Blenheim Ward;-41.530.202;173.953.141;324;183;63;60;17;1;0;0
496;Reefton Area School;7;O;3;6;74;195;Composite (Year 1-15);State;Buller District;West Coast Region;Nelson;West Coast-Tasman;Te Tai Tonga;03 7328421;03 7328777;office@ras.school.nz;Wayne Wright;http://www.ras.school.nz/;10 Victory Street;0;Reefton;10 Victory Street;0;Reefton;7830;Minor Urban Area;Composite (Year 1-15);Not Applicable;State: Not integrated;Co-Educational;Nelson/Marlborough/West Coast;Reefton;Inangahua Ward;-42.115.241;171.860.874;188;128;36;5;17;2;0;0
2663;Reignier Catholic School;9;Q;1;1;0;200;Contributing;State: Integrated;Napier City;Hawkes Bay Region;Napier;Napier;Ikaroa-Rawhiti;06 8442144;06 8447263;admin@reignier.school.nz;Julia Johnson;http://www.reignier.school.nz/;99 Guppy Road;Greenmeadows;Napier;PO Box 5147;Greenmeadows;Napier;4145;Main Urban Area;Contributing;Not Applicable;State: Integrated;Co-Educational;Hawkes Bay/Gisborne;Taradale North;Taradale Ward;-39.531.565;176.860.113;231;178;28;1;16;2;1;5
6783;Remarkables Primary School;10;Z;0;0;0;526;Full Primary;State;Queenstown-Lakes District;Otago Region;Dunedin;Clutha-Southland;Te Tai Tonga;03 441 4044;03 442 2052;office@remarkables.school.nz;Deborah Dickson;http://www.remarkablesprimary.school.nz;49 Lake Avenue;Frankton;Queenstown;PO Box 2564;Wakatipu;Queenstown;9349;Secondary Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Otago/Southland;Frankton;Queenstown-Wakatipu Ward;-45.022.927;168.731.799;573;469;31;9;45;17;2;0
1461;Remuera Intermediate;8;P;-1;-1;0;913;Intermediate;State;Auckland- Orakei;Auckland Region;Auckland South;Epsom;Tamaki Makaurau;09 5229890;09 5206455;admin@remint.school.nz;Janet Exon;http://www.remint.school.nz/;Ascot Avenue;Remuera;Auckland;55 Ascot Avenue;Remuera;Auckland;1050;Main Urban Area;Intermediate;Not Applicable;State: Not integrated;Co-Educational;Auckland;Remuera South;Orakei Ward;-36.886.299;174.799.566;959;424;68;94;322;25;4;22
1462;Remuera School;10;Z;0;0;0;662;Contributing;State;Auckland- Orakei;Auckland Region;Auckland South;Epsom;Tamaki Makaurau;09 5202458;09 5248143;office@rps.school.nz;Stephen King;http://www.rps.school.nz;25 Dromorne Road;Remuera;Auckland;25 Dromorne Road;Remuera;Auckland;1050;Main Urban Area;Contributing;Not Applicable;State: Not integrated;Co-Educational;Auckland;Remuera South;Orakei Ward;-36.881.603;174.793.116;633;349;25;11;216;9;12;11
2978;Renwick School;7;O;-1;-1;0;508;Full Primary;State;Marlborough District;Marlborough Region;Nelson;Kaikoura;Te Tai Tonga;03 5728158;03 5728365;office@renwick.school.nz;Simon Heath;http://www.renwick.school.nz/;High Street;0;Renwick;PO Box 48171;0;Renwick;7243;Main Urban Area;Full Primary;Not Applicable;State: Not integrated;Co-Educational;Nelson/Marlborough/West Coast;Renwick;Wairau-Awatere Ward;-415.082;173.831.527;547;470;52;4;6;5;9;1
